date,vaccine_type,vaccine_count
01/09/2022,Pfizer,3684
01/09/2022,Sinovac,131
01/09/2022,Astra,0
01/09/2022,Sinopharm,4
01/09/2022,Cansino,1
02/09/2022,Pfizer,4929
02/09/2022,Sinovac,126
02/09/2022,Astra,0
02/09/2022,Sinopharm,2
02/09/2022,Cansino,0
03/09/2022,Pfizer,2568
03/09/2022,Sinovac,152
03/09/2022,Astra,0
03/09/2022,Sinopharm,1
03/09/2022,Cansino,0
04/09/2022,Pfizer,1429
04/09/2022,Sinovac,67
04/09/2022,Astra,0
04/09/2022,Sinopharm,0
04/09/2022,Cansino,0
05/09/2022,Pfizer,2199
05/09/2022,Sinovac,113
05/09/2022,Astra,0
05/09/2022,Sinopharm,4
05/09/2022,Cansino,0
06/09/2022,Pfizer,2598
06/09/2022,Sinovac,106
06/09/2022,Astra,0
06/09/2022,Sinopharm,2
06/09/2022,Cansino,0
07/09/2022,Pfizer,3038
07/09/2022,Sinovac,111
07/09/2022,Astra,0
07/09/2022,Sinopharm,3
07/09/2022,Cansino,0
08/09/2022,Pfizer,4453
08/09/2022,Sinovac,99
08/09/2022,Astra,0
08/09/2022,Sinopharm,2
08/09/2022,Cansino,0
09/09/2022,Pfizer,4014
09/09/2022,Sinovac,123
09/09/2022,Astra,0
09/09/2022,Sinopharm,8
09/09/2022,Cansino,0
10/09/2022,Pfizer,2346
10/09/2022,Sinovac,97
10/09/2022,Astra,0
10/09/2022,Sinopharm,0
10/09/2022,Cansino,0
11/09/2022,Pfizer,1293
11/09/2022,Sinovac,66
11/09/2022,Astra,0
11/09/2022,Sinopharm,2
11/09/2022,Cansino,0
12/09/2022,Pfizer,1674
12/09/2022,Sinovac,106
12/09/2022,Astra,0
12/09/2022,Sinopharm,4
12/09/2022,Cansino,0
13/09/2022,Pfizer,2415
13/09/2022,Sinovac,93
13/09/2022,Astra,0
13/09/2022,Sinopharm,4
13/09/2022,Cansino,1
14/09/2022,Pfizer,2446
14/09/2022,Sinovac,94
14/09/2022,Astra,1
14/09/2022,Sinopharm,0
14/09/2022,Cansino,0
15/09/2022,Pfizer,3784
15/09/2022,Sinovac,116
15/09/2022,Astra,0
15/09/2022,Sinopharm,4
15/09/2022,Cansino,0
16/09/2022,Pfizer,1297
16/09/2022,Sinovac,56
16/09/2022,Astra,0
16/09/2022,Sinopharm,0
16/09/2022,Cansino,0
17/09/2022,Pfizer,1725
17/09/2022,Sinovac,76
17/09/2022,Astra,0
17/09/2022,Sinopharm,0
17/09/2022,Cansino,0
18/09/2022,Pfizer,892
18/09/2022,Sinovac,62
18/09/2022,Astra,0
18/09/2022,Sinopharm,1
18/09/2022,Cansino,0
19/09/2022,Pfizer,1477
19/09/2022,Sinovac,90
19/09/2022,Astra,1
19/09/2022,Sinopharm,0
19/09/2022,Cansino,0
20/09/2022,Pfizer,2273
20/09/2022,Sinovac,80
20/09/2022,Astra,0
20/09/2022,Sinopharm,5
20/09/2022,Cansino,0
21/09/2022,Pfizer,1935
21/09/2022,Sinovac,83
21/09/2022,Astra,0
21/09/2022,Sinopharm,3
21/09/2022,Cansino,0
22/09/2022,Pfizer,2982
22/09/2022,Sinovac,145
22/09/2022,Astra,0
22/09/2022,Sinopharm,0
22/09/2022,Cansino,0
23/09/2022,Pfizer,3804
23/09/2022,Sinovac,88
23/09/2022,Astra,0
23/09/2022,Sinopharm,1
23/09/2022,Cansino,0
24/09/2022,Pfizer,2200
24/09/2022,Sinovac,94
24/09/2022,Astra,0
24/09/2022,Sinopharm,7
24/09/2022,Cansino,0
25/09/2022,Pfizer,1128
25/09/2022,Sinovac,47
25/09/2022,Astra,0
25/09/2022,Sinopharm,5
25/09/2022,Cansino,0
26/09/2022,Pfizer,1301
26/09/2022,Sinovac,86
26/09/2022,Astra,0
26/09/2022,Sinopharm,0
26/09/2022,Cansino,0
