date,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer,sinovac,astra,sinopharm,cansino,pending
09/01/2022,979,1663,110028,287,112957,320,511,109,0,33,2,2,0,26049868,25682947,7855904,18457,59405114,2796092,2715026,2640,12,17244,12169,80,0,81063,7819,23724,77,255,19
10/01/2022,2197,3489,222021,378,228085,812,1392,173,1,29,3,5,0,26052285,25686436,8077925,18835,59633199,2796904,2716418,2813,13,17273,12172,85,0,169795,13946,43906,171,235,32
11/01/2022,2227,3340,252584,359,258510,908,1319,174,1,25,3,0,0,26054592,25689776,8330509,19194,59891709,2797812,2717737,2987,14,17298,12175,85,0,199226,12390,46660,143,85,6
12/01/2022,2098,3460,255372,254,261184,781,1395,237,0,12,5,4,0,26056880,25693236,8585881,19448,60152893,2798595,2719132,3224,14,17310,12180,89,0,199871,13171,47720,136,276,10
13/01/2022,2245,3648,266233,347,272473,859,1439,253,1,13,5,3,0,26059241,25696884,8852114,19795,60425366,2799462,2720571,3477,15,17323,12185,92,0,210716,12636,48750,128,210,33
14/01/2022,1813,2386,235871,375,240445,777,848,270,1,28,1,3,0,26061145,25699270,9087985,20170,60665811,2800243,2721419,3747,16,17351,12186,95,0,176366,13176,50364,91,444,4
15/01/2022,1038,959,168098,372,170467,373,275,224,2,9,1,3,0,26062407,25700229,9256083,20542,60836278,2800617,2721694,3971,18,17360,12187,98,0,103501,8529,58166,45,226,0
16/01/2022,898,914,147849,357,150018,314,329,194,0,17,1,0,0,26063351,25701143,9403932,20899,60986296,2800931,2722023,4165,18,17377,12188,98,0,84481,7187,58234,55,47,14
17/01/2022,2010,3318,242398,452,248178,784,1416,453,1,17,1,1,0,26065512,25704461,9646330,21351,61234474,2801716,2723439,4618,19,17394,12189,99,0,171953,11198,64715,117,168,27
18/01/2022,1083,1553,130586,396,133618,348,630,487,5,12,3,2,0,26066650,25706014,9776916,21747,61368092,2802066,2724069,5105,24,17406,12192,101,0,91069,6788,35540,81,110,30
19/01/2022,2043,4696,266852,235,273826,737,1998,465,1,15,7,8,0,26069095,25710710,10043768,21982,61641918,2802809,2726067,5570,25,17421,12199,109,0,197927,11130,63859,110,704,96
20/01/2022,1825,3622,247676,319,253442,717,1634,280,2,15,3,3,0,26071066,25714332,10291444,22301,61895360,2803527,2727701,5850,27,17436,12202,112,0,187644,9102,56336,76,171,113
21/01/2022,1568,2947,196896,850,202261,571,1604,254,0,33,3,6,0,26072718,25717279,10488340,23151,62097621,2804098,2729305,6104,27,17469,12205,118,0,147092,6909,47789,33,369,69
22/01/2022,1061,807,158410,660,160938,347,279,281,2,13,0,2,0,26073840,25718086,10646750,23811,62258559,2804445,2729584,6385,29,17482,12205,120,0,105217,6541,48994,74,101,11
23/01/2022,827,1116,132090,335,134368,199,495,244,0,9,5,1,0,26074764,25719202,10778840,24146,62392927,2804644,2730079,6629,29,17491,12210,121,0,83333,4913,45984,22,101,15
24/01/2022,1930,2977,202848,448,208203,563,1424,334,2,7,11,6,0,26076928,25722179,10981688,24594,62601130,2805207,2731503,6963,31,17498,12221,127,0,156858,9194,41778,75,269,29
25/01/2022,2204,2901,213402,276,218783,663,1342,343,0,18,15,5,0,26079210,25725080,11195090,24870,62819913,2805872,2732845,7306,31,17516,12236,132,0,164798,8821,44982,63,106,13
26/01/2022,1719,2669,208698,243,213329,552,1236,283,1,19,13,3,0,26081055,25727749,11403788,25113,63033242,2806424,2734081,7589,32,17535,12249,135,0,159425,8934,44716,72,162,20
27/01/2022,1722,2888,204887,332,209829,579,1324,321,2,7,17,5,0,26082954,25730637,11608675,25445,63243071,2807006,2735405,7910,34,17542,12266,140,0,156306,8071,45138,54,248,12
28/01/2022,1699,2773,178594,410,183476,637,1300,393,3,17,11,4,0,26084806,25733410,11787269,25855,63426547,2807643,2736705,8303,37,17559,12277,144,0,132116,8931,41900,69,403,57
29/01/2022,764,1006,98800,196,100766,283,388,198,0,13,12,3,0,26085619,25734416,11886069,26051,63527313,2807926,2737093,8501,37,17572,12289,147,0,67336,5311,27732,71,308,8
30/01/2022,528,859,81484,191,83062,138,299,165,0,3,6,7,0,26086203,25735275,11967553,26242,63610375,2808064,2737392,8666,37,17575,12295,154,0,54352,3860,24759,20,59,12
31/01/2022,1011,1774,95943,298,99026,281,697,164,0,5,7,2,0,26087267,25737049,12063496,26540,63709401,2808345,2738089,8830,37,17580,12302,156,0,74357,6573,17943,46,100,7
01/02/2022,224,353,28742,70,29389,43,111,41,0,0,2,0,0,26087524,25737402,12092238,26610,63738790,2808388,2738200,8871,37,17580,12304,156,0,21201,933,7190,26,33,6
02/02/2022,277,507,29860,79,30723,45,118,63,0,13,2,0,0,26087881,25737909,12122098,26689,63769513,2808433,2738318,8934,37,17593,12306,156,0,22038,1687,6867,31,85,15
03/02/2022,2564,2835,98259,260,103918,399,1159,220,0,1252,12,7,0,26090557,25740744,12220357,26949,63873431,2808836,2739477,9154,37,18845,12318,163,0,79449,7888,16373,45,155,8
04/02/2022,2787,1922,87912,210,92831,397,827,283,0,1556,24,3,0,26093384,25742666,12308269,27159,63966262,2809233,2740304,9437,37,20401,12342,166,0,72797,7627,12331,30,42,4
05/02/2022,16036,903,58422,156,75517,1144,305,166,0,14103,6,4,0,26109508,25743569,12366691,27315,64041779,2810377,2740609,9603,37,34504,12348,170,0,62258,4791,8311,28,110,19
06/02/2022,16589,851,53497,113,71050,1131,339,137,0,14796,8,1,0,26126156,25744420,12420188,27428,64112829,2811508,2740948,9740,37,49300,12356,171,0,58918,3722,8314,27,62,7
07/02/2022,9772,2464,111385,339,123960,935,883,301,0,7701,24,4,0,26136028,25746884,12531573,27767,64236789,2812443,2741831,10041,37,57001,12380,175,0,101621,7470,14521,51,273,24
08/02/2022,11265,1707,144789,357,158118,1097,595,506,2,8854,13,8,0,26147383,25748591,12676362,28124,64394907,2813541,2742426,10547,39,65855,12393,183,0,129373,11450,17130,44,112,9
09/02/2022,14679,2308,153755,380,171122,1502,864,644,1,11931,22,8,0,26162248,25750899,12830117,28504,64566029,2815045,2743290,11191,40,77786,12415,191,0,140964,15003,14851,59,234,11
10/02/2022,18977,2050,157330,364,178721,1609,707,686,1,16039,14,9,0,26181371,25752949,12987447,28868,64744750,2816655,2743997,11877,41,93825,12429,200,0,149216,15756,13498,59,184,8
11/02/2022,21491,1829,141628,371,165319,1848,602,817,3,18200,18,7,0,26202994,25754778,13129075,29239,64910069,2818503,2744599,12694,44,112025,12447,207,0,139104,14240,11235,47,672,21
12/02/2022,40428,883,106264,310,147885,2588,261,629,5,36805,12,6,0,26243529,25755661,13235339,29549,65057954,2821093,2744860,13323,49,148830,12459,213,0,129502,9731,8458,43,142,9
13/02/2022,36035,854,84364,249,121502,2133,241,462,1,33139,7,7,0,26279666,25756515,13319703,29798,65179456,2823226,2745101,13785,50,181969,12466,220,0,105715,7318,8323,17,121,8
14/02/2022,39772,1779,111858,321,153730,3044,530,654,3,35359,14,4,0,26319644,25758294,13431561,30119,65333186,2826271,2745631,14439,53,217328,12480,224,0,133408,12852,7177,63,220,10
15/02/2022,43445,1993,112881,271,158590,3223,596,640,1,38802,21,11,0,26363333,25760287,13544442,30390,65491776,2829495,2746227,15079,54,256130,12501,235,0,138462,12454,7340,61,266,7
16/02/2022,46287,1916,120051,290,168544,3431,615,713,5,41651,11,3,0,26409952,25762203,13664493,30680,65660320,2832927,2746842,15792,59,297781,12512,238,0,146558,13706,7784,33,445,18
17/02/2022,55292,1858,120406,268,177824,3895,562,755,5,49980,6,4,0,26465323,25764061,13784899,30948,65838144,2836822,2747404,16547,64,347761,12518,242,0,155827,13599,8111,27,247,13
18/02/2022,44833,1795,116283,323,163234,3108,620,718,1,40417,24,5,0,26510322,25765856,13901182,31271,66001378,2839930,2748024,17265,65,388186,12542,247,0,140672,13706,8519,57,273,7
19/02/2022,74236,759,79516,215,154726,4176,268,498,0,69055,33,33,0,26584630,25766615,13980698,31486,66156104,2844106,2748292,17763,65,457259,12575,280,0,138412,9837,6318,46,110,3
20/02/2022,62075,572,68063,190,130900,3940,166,308,1,56939,5,6,0,26646781,25767187,14048761,31676,66287004,2848047,2748458,18071,66,514198,12580,286,0,116346,7614,6840,14,78,8
21/02/2022,53948,1222,86105,210,141485,3852,347,582,2,48888,14,3,0,26700797,25768409,14134866,31886,66428489,2851900,2748805,18653,68,563086,12594,289,0,123841,10824,6534,23,124,139
22/02/2022,53404,756,98001,313,152474,3608,201,591,5,48547,4,3,0,26754260,25769165,14232867,32199,66580963,2855509,2749006,19244,73,611633,12598,292,0,134002,11162,7146,27,97,40
23/02/2022,49568,659,97201,268,147696,3272,150,575,0,45214,12,5,0,26803876,25769824,14330068,32467,66728659,2858781,2749156,19819,73,656847,12610,297,0,130475,10601,6457,28,128,7
24/02/2022,49054,1141,90748,267,141210,3435,300,569,2,44534,10,9,0,26853026,25770965,14420816,32734,66869869,2862223,2749456,20388,75,701381,12620,306,0,125682,9904,5190,51,374,9
25/02/2022,45784,1176,88676,381,136017,3048,349,529,6,41583,65,5,0,26898874,25772141,14509492,33115,67005886,2865271,2749805,20917,81,742964,12685,311,0,120181,10342,5301,23,168,2
26/02/2022,56296,936,64654,168,122054,3082,312,413,2,52481,63,6,0,26955371,25773077,14574146,33283,67127940,2868353,2750117,21330,83,795445,12748,317,0,109835,7080,4900,33,204,2
27/02/2022,42834,854,59993,132,103813,2368,230,294,1,39648,34,9,0,26998408,25773931,14634139,33415,67231753,2870721,2750347,21624,84,835093,12782,326,0,92580,6463,4519,43,205,3
28/02/2022,35282,1489,82752,270,119793,2530,538,553,0,31685,49,7,0,27033770,25775420,14716891,33685,67351546,2873252,2750885,22177,84,866778,12831,333,0,106376,8769,4467,42,109,30
01/03/2022,27272,1451,75732,307,104762,1798,504,475,2,24445,41,9,0,27061075,25776871,14792623,33992,67456308,2875050,2751389,22652,86,891223,12872,342,0,94813,6001,3827,47,68,6
02/03/2022,27739,1595,71458,215,101007,2017,566,360,1,24824,51,4,0,27088868,25778466,14864081,34207,67557315,2877067,2751955,23012,87,916047,12923,346,0,91715,5108,4072,27,69,16
03/03/2022,24419,1652,73128,291,99490,1920,607,331,1,21548,57,6,0,27113336,25780118,14937209,34498,67656805,2878987,2752562,23343,88,937595,12980,352,0,90479,4999,3886,31,61,34
04/03/2022,23718,1792,58642,164,84316,1674,741,327,3,21231,170,3,0,27137128,25781910,14995851,34662,67741121,2880673,2753303,23670,91,958828,13150,355,0,75299,5357,3492,74,86,8
05/03/2022,30989,1250,38392,150,70781,1687,444,205,1,28343,143,9,0,27168275,25783160,15034243,34812,67811902,2882360,2753747,23875,92,987171,13293,364,0,64827,3267,2249,262,174,2
06/03/2022,25004,1128,32601,97,58830,1603,495,176,0,22770,49,4,0,27193429,25784288,15066844,34909,67870732,2883963,2754242,24051,92,1009941,13342,368,0,53396,2813,2188,272,155,6
07/03/2022,16555,1983,47243,196,65977,1327,849,309,1,14327,139,9,0,27210052,25786271,15114087,35105,67936709,2885290,2755091,24360,93,1024268,13481,377,0,57125,5892,2555,320,71,14
08/03/2022,20040,2140,48719,177,71076,1473,886,341,1,17574,71,3,0,27230300,25788411,15162806,35282,68007785,2886763,2755977,24701,94,1041842,13552,380,0,62018,6239,2194,366,257,2
09/03/2022,19194,1975,43366,109,64644,1257,896,257,1,17052,81,2,0,27249556,25790386,15206172,35391,68072429,2888020,2756873,24958,95,1058894,13633,382,0,56212,5527,2525,309,66,5
10/03/2022,20595,1995,43877,139,66606,1394,923,299,2,18191,82,0,0,27270244,25792381,15250049,35530,68139035,2889414,2757796,25257,97,1077085,13715,382,0,58161,5535,2529,221,155,5
11/03/2022,24497,2006,33370,125,59998,1560,906,235,2,21899,98,4,0,27294851,25794387,15283419,35655,68199033,2890975,2758702,25492,99,1098984,13813,386,0,52153,5096,2288,321,133,7
12/03/2022,26601,1533,20712,71,48917,1329,617,152,1,24181,71,10,0,27321563,25795920,15304131,35726,68247950,2892304,2759319,25644,100,1123165,13884,396,0,41772,5192,1540,158,243,12
13/03/2022,23897,1602,20720,75,46294,1378,931,108,0,21806,60,1,0,27345587,25797522,15324851,35801,68294244,2893682,2760250,25752,100,1144971,13944,397,0,39950,4390,1506,252,194,2
14/03/2022,14991,2360,36328,124,53803,1272,1138,274,1,12914,101,5,0,27360765,25799882,15361179,35925,68348047,2894954,2761388,26026,101,1157885,14045,402,0,46562,4503,2244,201,286,7
15/03/2022,18579,2024,38480,121,59204,1248,972,327,0,16544,89,9,0,27379436,25801906,15399659,36046,68407251,2896202,2762360,26353,101,1174429,14134,411,0,51884,5085,1854,201,175,5
16/03/2022,13550,2191,34067,187,49995,1024,863,281,0,11820,102,0,0,27393418,25804097,15433726,36233,68457246,2897227,2763223,26634,101,1186249,14236,411,0,44913,3230,1126,229,490,7
17/03/2022,14094,2388,31450,111,48043,1119,1028,264,1,12209,178,0,0,27407839,25806485,15465176,36344,68505289,2898352,2764251,26898,102,1198458,14414,411,0,43310,2956,1233,150,390,4
18/03/2022,19423,1916,21055,111,42505,1214,997,231,0,17478,148,15,0,27427376,25808401,15486231,36455,68547794,2899566,2765248,27129,102,1215936,14562,426,0,38499,3002,708,137,134,25
19/03/2022,16509,1396,18252,54,36211,1053,669,197,0,14810,98,4,0,27444082,25809797,15504483,36509,68584005,2900620,2765917,27326,102,1230746,14660,430,0,31879,2646,1242,229,212,3
20/03/2022,10781,1286,16894,59,29020,852,639,134,1,9270,39,2,0,27455094,25811083,15521377,36568,68613025,2901472,2766556,27460,103,1240016,14699,432,0,25349,1733,1490,197,251,0
21/03/2022,5161,1890,22449,87,29587,526,899,269,0,3714,84,1,0,27460322,25812973,15543826,36655,68642612,2901998,2767455,27729,103,1243730,14783,433,0,25212,2765,1368,168,70,4
22/03/2022,6731,1611,22048,80,30470,499,709,299,0,5345,77,1,0,27467107,25814584,15565874,36735,68673082,2902497,2768164,28028,103,1249075,14860,434,0,26799,2414,1025,163,65,4
23/03/2022,6391,1615,21001,125,29132,494,690,684,6,4898,56,2,0,27473679,25816199,15586875,36860,68702214,2902991,2768854,28712,109,1253973,14916,436,0,25546,2293,992,110,189,2
24/03/2022,6976,1878,21350,64,30268,637,796,281,0,5463,97,2,0,27480847,25818077,15608225,36924,68732482,2903630,2769650,28993,109,1259437,15013,438,0,26539,2151,1153,163,260,2
25/03/2022,13112,1571,19607,79,34369,1123,742,213,0,11169,199,3,0,27494060,25819648,15627832,37003,68766851,2904754,2770392,29206,109,1270606,15212,441,0,30177,3052,921,106,105,8
26/03/2022,13846,1115,18138,65,33164,1116,539,125,0,12072,191,8,0,27507949,25820763,15645970,37068,68800015,2905870,2770931,29331,109,1282678,15403,449,0,27885,3014,1614,206,442,3
27/03/2022,6774,955,17375,55,25159,626,496,138,0,5596,86,1,0,27514775,25821718,15663345,37123,68825174,2906496,2771427,29469,109,1288274,15489,450,0,20464,2474,1810,207,200,4
28/03/2022,4813,1927,36917,122,43779,640,785,386,1,3186,147,3,0,27519747,25823645,15700262,37245,68868953,2907138,2772212,29855,110,1291460,15636,453,0,35897,5080,2460,147,188,7
29/03/2022,6274,1814,42033,174,50295,556,675,600,0,4923,102,2,0,27526197,25825459,15742295,37419,68919248,2907694,2772887,30455,110,1296383,15738,455,0,41489,5806,2543,224,221,12
30/03/2022,5759,1634,46715,176,54284,583,616,617,3,4402,116,9,0,27532128,25827093,15789010,37595,68973532,2908277,2773503,31072,113,1300785,15854,464,0,44246,6407,3295,154,176,6
31/03/2022,7785,2177,49841,161,59964,749,825,600,0,6132,322,3,0,27539981,25829270,15838851,37756,69033496,2909026,2774328,31672,113,1306917,16176,467,0,50088,6575,3050,118,121,12
01/04/2022,10973,2983,22727,97,36780,993,806,318,1,9217,1351,2,0,27551153,25832253,15861578,37853,69070276,2910019,2775134,31990,114,1316134,17527,469,0,32162,2976,1350,74,215,3
02/04/2022,9583,6108,11984,44,27719,805,708,213,0,8319,4952,2,0,27560774,25838361,15873562,37897,69097995,2910824,2775842,32203,114,1324453,22479,471,0,24584,2255,739,28,111,2
03/04/2022,2841,10869,4327,12,18049,222,880,123,0,2322,9582,3,0,27563638,25849230,15877889,37909,69116044,2911046,2776722,32326,114,1326775,32061,474,0,16266,1119,620,16,24,4
04/04/2022,3347,9194,11498,58,24097,407,1114,362,0,2381,7426,7,0,27566990,25858424,15889387,37967,69140141,2911453,2777836,32688,114,1329156,39487,481,0,20761,2616,684,18,13,5
05/04/2022,3408,9468,12195,64,25135,326,892,361,1,2357,7910,6,0,27570430,25867892,15901582,38031,69165276,2911779,2778728,33049,115,1331513,47397,487,0,21480,3033,548,10,64,0
06/04/2022,3573,12722,11611,62,27968,308,1140,272,1,2633,10593,0,0,27574345,25880614,15913193,38093,69193244,2912087,2779868,33321,116,1334146,57990,487,0,24412,2655,522,16,362,1
07/04/2022,4537,16170,11156,60,31923,357,1378,293,0,3525,14131,4,0,27578897,25896784,15924349,38153,69225167,2912444,2781246,33614,116,1337671,72121,491,0,28315,2883,616,10,98,1
08/04/2022,7308,21748,8770,35,37861,591,1658,216,1,6085,19209,8,0,27586278,25918532,15933119,38188,69263028,2913035,2782904,33830,117,1343756,91330,499,0,33607,3551,570,19,112,2
09/04/2022,7523,30420,6974,26,44943,527,2047,187,0,6271,27823,7,0,27593824,25948952,15940093,38214,69307971,2913562,2784951,34017,117,1350027,119153,506,0,39907,3929,1065,13,23,6
10/04/2022,4333,30314,6488,38,41173,288,1749,121,0,3364,28089,12,0,27598166,25979266,15946581,38252,69349144,2913850,2786700,34138,117,1353391,147242,518,0,37635,2896,616,6,19,1
11/04/2022,4874,33913,10408,60,49255,505,2212,287,0,3839,30834,3,0,27603050,26013179,15956989,38312,69398399,2914355,2788912,34425,117,1357230,178076,521,0,46051,2461,702,16,22,3
12/04/2022,5005,35104,8601,68,48778,378,2113,283,1,4149,32170,6,0,27608096,26048283,15965590,38380,69447177,2914733,2791025,34708,118,1361379,210246,527,0,46038,2256,417,10,56,1
13/04/2022,6067,36808,7875,40,50790,711,2145,304,1,4884,34040,3,0,27614213,26085091,15973465,38420,69497967,2915445,2793170,35012,119,1366263,244286,530,0,48525,1670,496,7,84,8
14/04/2022,9222,44601,8292,63,62178,799,2791,173,3,7933,41171,6,0,27623462,26129692,15981757,38483,69560145,2916244,2795961,35185,122,1374196,285457,536,0,59462,1900,731,17,64,4
15/04/2022,12144,41847,5940,94,60025,967,2314,197,0,10676,38864,60,0,27635626,26171539,15987697,38577,69620170,2917211,2798275,35382,122,1384873,324321,596,0,57342,2257,385,7,20,14
16/04/2022,15714,63910,4582,141,84347,867,3177,162,0,14201,60148,20,0,27651364,26235449,15992279,38718,69704517,2918078,2801452,35544,122,1399074,384469,616,0,81346,2617,351,4,28,1
17/04/2022,11869,47914,3655,130,63568,709,2583,106,0,10350,44808,1,0,27663342,26283363,15995934,38848,69768085,2918787,2804035,35650,122,1409424,429277,617,0,61013,2044,390,3,109,9
18/04/2022,9840,43076,6481,232,59629,808,2633,237,1,8568,39768,8,0,27673211,26326439,16002415,39080,69827714,2919595,2806668,35887,123,1417992,469045,625,0,57498,1523,549,12,44,3
19/04/2022,8167,37535,4890,259,50851,944,2132,211,1,6823,34819,8,0,27681398,26363974,16007305,39339,69878565,2920539,2808800,36098,124,1424815,503864,633,0,49198,1234,375,5,35,4
20/04/2022,12089,47277,5713,313,65392,797,2491,177,0,10744,44141,4,0,27693528,26411251,16013018,39652,69943957,2921336,2811291,36275,124,1435559,548005,637,0,64063,954,303,7,65,0
21/04/2022,15023,43762,7118,359,66262,1010,2634,173,1,13558,40355,4,0,27708608,26455013,16020136,40011,70010219,2922346,2813925,36448,125,1449117,588360,641,0,64803,981,349,4,123,2
22/04/2022,17486,46851,4991,397,69725,1107,2438,168,1,15772,43789,3,0,27726117,26501864,16025127,40408,70079944,2923453,2816363,36616,126,1464889,632149,644,0,67792,1581,308,6,33,5
23/04/2022,18641,58149,3323,325,80438,971,2708,139,0,17074,54959,20,0,27744781,26560013,16028450,40733,70160382,2924424,2819071,36755,126,1481963,687108,664,0,78463,1701,233,14,23,4
24/04/2022,12627,41041,2944,267,56879,808,1945,108,0,11453,38636,4,0,27757422,26601054,16031394,41000,70217261,2925232,2821016,36863,126,1493416,725744,668,0,55435,1122,306,0,16,0
25/04/2022,8375,28697,4663,614,42349,722,1709,181,0,7038,26376,4,0,27765837,26629751,16036057,41614,70259610,2925954,2822725,37044,126,1500454,752120,672,0,41161,915,217,4,48,4
26/04/2022,7642,24541,4866,643,37692,544,1225,219,0,6694,22609,7,0,27773621,26654292,16040923,42257,70297302,2926498,2823950,37263,126,1507148,774729,679,0,36289,885,364,4,149,1
